Soil Moisture,temperature,Humidity,ph,rainfall,N,P,K
55,19,9.35,3.793575185,66.1761456,17,57,20
85,35,9.66,4.193189124,72.19245835,4,47,20
80,38,9.97,7.661537348,55.053805,9,49,16
74,32,10.24,9.392694614,65.07981523,25,51,24
24,5,10.5,4.516154055,38.48678973,36,44,21
29,43,10.95,5.794289715,62.20279647,21,38,20
49,41,11.4,7.354286985,70.79934452,37,57,20
43,18,11.9,5.993513566,64.16167699,32,48,18
5,28,12.4,8.620107545,31.83192392,29,44,20
71,14,12.8,9.45949344,50.28438729,25,51,18
49,24,13.2,8.0344125,58.27600682,10,44,24
40,10,13.39,5.414492777,36.99362831,23,35,18
21,23,13.58,6.276004336,64.25520357,9,60,23
17,11,14.26,9.160691747,55.60523179,3,58,21
13,31,14.94,7.887658711,48.46797044,22,42,22
59,28,15.38,8.183844843,70.4713043,12,39,21
63,38,15.81,9.072011412,34.03335472,39,36,22
82,26,16.02,7.702287236,68.54877876,32,41,16
75,12,16.23,5.88509677,52.0810886,30,41,15
57,31,16.53,6.16496284,57.04826619,19,36,22
83,21,16.83,3.504752314,63.77192383,4,46,15
39,45,16.6,7.388007483,60.74583498,21,39,20
65,23,16.38,8.340398059,71.1271039,35,57,25
54,38,16.54,8.66077954,64.53027638,22,55,24
10,28,16.69,3.558822825,40.85534718,35,51,17
8,27,16.48,5.9565851,69.66289997,17,56,17
28,29,16.28,9.416003106,61.86633917,28,57,17
19,33,16.45,8.18422855,64.58559639,22,36,16
70,28,16.63,5.131779302,44.13827124,11,41,19
31,12,16.92,6.294130313,35.73403813,38,38,18
83,22,17.22,7.991902443,33.95825723,23,37,24
6,41,17.12,8.923095695,71.90018566,25,35,20
29,11,17.01,6.878498176,38.34303462,40,45,20
72,24,16.97,5.243634849,59.18953429,23,58,19
14,27,16.92,7.550090941,36.91852635,2,56,23
31,23,17.72,8.709291688,52.13580529,3,56,17
7,17,18.52,7.792508068,55.21606732,26,51,25
34,11,19.08,8.055908858,40.82840673,39,42,20
39,9,19.64,4.397698806,36.01203025,27,59,20
88,15,21.18,5.952384957,34.7426459,24,45,19
12,44,22.71,8.532078733,53.78769958,7,40,17
90,29,23.61,7.224193642,46.0203959,15,45,23
26,22,24.51,4.931890506,52.92929636,26,52,23
11,27,24.38,4.626212446,45.43669946,20,45,16
74,17,24.25,5.026003659,68.80141783,34,54,24
71,15,23.97,3.5253661,43.87801983,19,51,25
43,43,23.7,8.86979671,64.56807592,29,41,21
84,32,23.42,9.406887533,38.31597852,20,50,22
44,19,23.14,5.80428611,50.1978269,11,40,23
42,24,23.42,8.35495812,44.86052932,15,54,15
20,37,23.69,8.634929739,55.51932414,35,55,22
36,17,23.96,7.699200949,35.37493212,9,59,25
26,2,24.24,5.261285926,30.92014047,40,45,18
20,44,24.1,9.112771682,32.71129281,35,38,19
11,41,23.97,4.605700542,33.48919022,14,58,17
49,19,23.94,7.115994051,47.95406479,40,55,18
49,16,23.91,7.214078621,35.03404425,18,36,23
39,37,23.88,9.93509073,65.67591794,35,52,15
83,32,24.06,8.914074888,42.44054315,4,59,22
40,34,24.25,8.639586199,70.10472076,22,51,16
2,25,24.32,8.621514073,63.9187654,33,47,17
85,24,24.4,5.838508699,38.53254678,2,51,17
35,20,25.15,3.532008668,32.81296548,16,51,21
36,32,25.9,7.18530147,54.73367631,19,55,20
75,31,25.85,7.034214276,38.7976407,8,54,20
71,12,25.81,6.635968698,55.296354,36,55,20
81,28,25.6,6.828187499,36.35720652,10,56,16
18,36,25.39,6.89077995,44.75215854,22,56,17
21,25,24.76,7.165121109,42.99498978,9,57,24
46,19,24.14,6.935804256,56.48265193,34,59,23
60,25,23.64,7.196774236,53.01899249,31,51,25
12,28,23.13,6.990095452,41.82490236,0,49,18
13,0,22.65,7.064782138,46.75690086,21,39,20
82,11,22.17,7.156563094,59.87232071,28,35,22
27,41,21.66,6.364967184,44.64407105,17,52,17
9,2,21.14,6.428054409,44.01206619,24,42,23
62,7,20.74,6.664187809,45.91011391,28,46,16
82,31,20.33,6.637677489,37.54602719,21,38,21
51,35,20.26,6.79385576,40.77872823,34,60,25
61,0,20.18,6.852884643,42.83053902,19,53,22
89,12,20.86,7.121571293,51.52617423,31,58,15
56,5,21.54,6.883308033,49.11964582,19,35,24
13,37,21.96,6.421271178,57.65901369,24,53,17
19,38,22.38,6.54450214,43.1386631,13,47,20
90,22,22.81,6.452006451,48.54598575,31,53,16
60,41,23.23,6.489259136,56.76278363,28,45,23
39,7,22.28,6.713410626,37.31236904,31,37,21
72,15,21.32,6.510840928,56.51103293,33,60,15
90,37,20.45,6.287380117,37.01110438,34,45,21
44,34,19.59,6.86308576,50.47333854,13,57,25
73,19,19.21,6.78415271,57.79863368,33,57,17
71,27,18.83,6.769415888,44.56598352,32,57,22
55,36,19.38,6.320768488,56.68833819,23,59,25
70,7,19.93,6.705008504,59.87065439,35,41,18
35,25,20.98,6.790736339,48.48319335,6,48,24
25,33,22.04,7.130278657,48.56690235,29,36,25
26,14,22.72,7.012740397,43.80041104,4,36,22
53,36,23.41,7.155685016,36.94616965,10,59,22
86,3,23.49,6.991242362,53.43228915,14,48,21
2,5,23.57,6.218923893,50.49913241,8,50,21
28,21,22.52,7.199495368,45.04467075,20,40,15
15,37,21.48,6.389882166,58.37249772,36,43,22
36,17,20.2,6.623438282,40.12044158,14,57,15
35,34,18.92,7.033012777,51.09802625,11,60,23
54,22,18.41,6.32400451,58.86687093,10,59,15
72,25,17.9,6.397636709,56.04995423,7,60,25
86,44,17.65,6.401455706,58.41394143,2,47,15
34,14,17.4,6.904587016,54.96121262,20,45,22
36,29,17.57,6.478557136,49.61865305,2,39,15
55,23,17.74,7.063022095,52.84626009,27,40,24
42,7,17.83,6.981758362,55.03723979,35,48,15
28,40,17.92,6.227134139,54.62243308,4,59,25
44,37,18.01,6.232836962,59.03629954,1,48,24
5,28,18.41,7.140437859,52.93031105,36,43,21
42,9,18.81,6.459252023,56.52558045,11,46,24
81,15,18.82,6.568795404,53.15223123,34,47,19
4,33,18.84,7.12851089,50.46746116,21,44,18
63,28,18.86,6.42937879,39.23831035,17,58,20
3,26,18.87,6.248900919,44.17580911,25,40,21
88,41,19.08,6.619891498,45.48591922,2,38,18
10,40,19.28,6.377568542,56.09542002,9,48,20
35,24,19.88,6.415459592,41.39081525,37,49,25
19,23,20.48,6.320662012,57.99524359,36,38,15
70,9,20.8,6.978400282,43.15411472,40,58,15
34,37,21.12,6.442335593,50.91511275,30,44,16
61,41,21.62,7.184398832,43.78420984,1,59,23
40,38,22.11,6.402926221,49.50812624,9,48,22
70,32,22.56,7.085982325,36.45012824,14,41,17
26,37,23.01,6.698574085,37.45680611,35,52,19
31,24,23.2,6.594739424,53.79732545,31,48,17
74,2,23.38,6.647965508,37.44800463,4,41,20
30,25,22.62,7.120032489,54.7960127,30,37,25
47,2,21.85,6.91380932,40.53173216,9,35,20
14,8,21.06,7.073048264,50.9246554,20,41,20
88,41,20.26,6.5304707,56.01913159,37,50,23
52,7,20.1,6.684381357,58.18713162,34,35,21
66,2,19.94,6.581351374,48.9366954,14,37,15
44,23,19.34,6.86483915,42.02483277,23,39,22
74,1,18.75,6.487124217,43.05130077,5,45,21
89,29,17.99,6.605733068,39.26137642,22,37,20
32,29,17.24,6.860602782,50.01534317,40,51,17
33,8,16.27,6.41874299,51.53848218,27,56,20
55,28,15.31,6.365513634,53.35486977,31,40,22
5,35,14.57,6.556372966,36.12042927,38,36,21
84,5,13.83,6.760694228,38.14476781,6,37,17
30,27,13.09,6.715276663,40.16545979,6,47,18
81,12,12.35,6.666380512,50.66487502,24,44,17
66,37,11.86,6.626629798,43.95183726,25,59,19
56,40,11.37,6.702772465,58.29933073,32,56,21
89,44,10.36,7.011030515,43.25095608,8,45,18
43,14,9.34,6.890156495,44.47427436,19,39,17
52,45,8.85,6.821747052,59.84499208,39,37,15
40,24,8.36,7.183189922,43.4826194,33,37,19
35,43,8.13,6.27258822,49.4897245,26,54,17
65,14,7.9,6.679127482,48.30159325,21,51,15
30,37,6.9,6.689825155,41.013132,22,54,20
63,41,5.91,6.583381939,43.12063289,29,45,16
58,25,5.4,6.725551062,44.30070517,4,40,21
45,41,4.88,7.069747814,58.52974279,10,37,22
19,28,4.65,6.921993878,43.25726752,4,44,19
2,13,4.42,6.770955317,37.2464655,20,45,17
37,3,4,6.983130466,56.12443206,23,45,23
71,34,3.57,6.267684328,52.55469976,25,48,21
30,19,3.64,7.454532137,71.89090748,56,79,15
55,19,3.7,7.040056094,67.15096376,25,62,21
6,21,3.57,7.418650668,70.23207557,42,61,22
74,0,3.44,6.501869314,73.23573601,42,73,25
8,6,3.31,6.814410928,72.49507741,44,58,18
21,36,3.18,7.581442888,62.26242533,50,55,16
66,24,2.96,7.741418772,66.85510868,35,72,21
88,24,2.74,6.573531614,68.02199825,30,64,20
66,36,2.66,7.543804223,73.67166182,27,64,21
61,25,2.58,6.5408208,73.84949872,50,74,17
81,31,2.55,7.22405917,69.28607828,39,73,24
53,4,2.53,7.551364319,64.55882254,57,67,25
57,36,2.51,6.928898659,67.53021213,52,63,19
12,9,2.5,7.747775263,66.63830637,55,66,22
84,38,2.54,6.706505915,70.86340755,51,56,18
68,7,2.59,6.668238556,67.1367443,36,66,15
1,8,2.24,7.332375138,68.97097538,59,55,19
65,29,1.9,7.596802025,69.75555541,50,58,23
48,5,1.92,7.70650895,71.50569456,30,65,25
67,8,1.93,7.366542647,61.91208707,20,62,18
71,28,1.91,6.919243702,74.01229707,58,71,15
51,25,1.89,7.187721818,74.91559514,25,71,24
30,35,1.82,7.075886472,71.78615328,52,71,16
2,22,1.75,6.74441168,63.02473185,40,63,18
37,30,1.69,6.726469088,61.19250859,20,60,25
43,37,1.64,6.628264883,65.62859526,48,61,21
50,29,1.58,7.127064207,63.49726331,49,68,22
17,3,1.52,7.538631462,65.81655892,48,62,15
90,35,1.32,7.162357641,70.1415139,32,66,17
23,8,1.12,6.859409487,74.61649888,21,63,22
22,9,1.44,7.397190844,65.820457,20,72,19
37,34,1.77,6.880245789,69.24464096,25,65,21
37,2,1.86,6.581313137,70.88787207,41,78,21
89,25,1.95,7.296972161,61.46892873,53,67,17
38,41,2.01,6.97297656,64.72797143,39,60,21
88,21,2.07,7.241148507,62.3061735,25,76,17
12,28,2.25,6.92009048,69.85112265,21,78,19
48,20,2.43,7.504608385,73.58663968,57,60,17
87,0,2.04,7.152272256,66.37171179,56,75,15
80,11,1.66,7.137004749,74.86960831,49,72,15
62,29,1.4,6.808041722,65.66436565,24,80,19
46,22,1.14,7.393631868,60.4693835,49,76,18
88,9,1.1,7.69950698,72.43169115,28,68,19
22,11,1.05,6.602888249,63.57445989,55,78,21
19,27,1.04,6.734447425,70.25496749,50,64,25
33,20,1.04,6.521217963,71.48327008,34,80,19
68,40,1.16,7.707332484,63.1830529,20,68,23
49,44,1.27,6.596719015,70.27184748,55,67,16
6,38,1.48,7.403623355,60.41790253,23,70,15
10,23,1.68,7.517097,72.17818157,53,74,15
8,1,1.68,7.17620823,67.83345933,26,67,16
20,44,1.69,6.593961761,70.0866434,33,80,22
39,31,1.66,7.143942758,69.40878198,37,79,19
28,41,1.63,6.690655045,62.30278274,33,75,21
58,17,1.38,7.423530351,61.16350463,22,55,20
47,1,1.14,6.578714843,71.72980375,20,68,17
90,17,1.32,7.497469256,69.43895491,43,68,20
3,2,1.5,7.775306272,68.91754359,44,76,22
88,41,1.39,7.322555223,63.85668948,34,60,16
85,6,1.28,7.580527339,61.71111448,21,72,17
75,27,1.28,7.108450121,67.47677295,25,68,19
38,3,1.29,7.358974541,65.24194361,41,62,15
49,3,1.3,7.405176138,74.24459122,28,65,23
68,35,1.31,6.500144962,69.5274407,35,64,15
69,21,1.04,7.167435834,71.36947525,52,58,16
51,43,0.76,7.261791753,68.64685069,58,75,25
48,18,0.7,7.586642101,73.44678678,34,66,19
53,2,0.64,7.534811833,67.32520551,52,70,16
22,13,0.74,7.251000789,73.40452716,23,57,19
15,9,0.85,6.513620918,69.46020927,42,58,25
41,32,1.14,7.121254928,74.62068748,37,62,17
79,31,1.42,7.574561547,71.21006868,44,75,22
33,24,1.28,7.350869792,64.32887142,21,80,20
50,31,1.14,7.513151076,63.29900785,56,76,16
30,27,1,7.025607706,69.68862306,29,76,15
46,40,0.86,6.804253866,63.51822045,43,61,20
71,5,0.86,7.163043872,64.11411069,55,60,15
78,45,0.86,7.338929556,63.46546487,44,63,15
73,19,0.84,6.621323612,63.02169909,29,67,21
14,4,0.81,6.661870999,72.50669768,47,63,16
59,20,0.7,7.733149554,70.40795007,40,68,17
15,38,0.59,7.402891666,62.78730907,58,61,15
81,21,0.89,6.599147298,73.37686831,41,74,18
54,42,1.19,7.04174124,62.31842057,58,79,17
60,34,1.06,7.353876754,62.2737345,27,62,24
42,1,0.93,7.026795359,64.42177127,27,60,17
49,10,1.04,6.814301033,68.83924882,52,65,20
55,27,1.16,7.42160832,71.16331975,44,55,25
43,27,1.3,6.847382891,65.45328463,21,62,24
48,16,1.43,7.191522601,74.22238583,60,59,22
35,32,1.42,7.01285529,71.64631281,33,77,21
76,17,1.42,7.368318809,62.83469851,59,58,17
20,37,1.26,7.26154329,66.47264636,29,63,17
5,20,1.1,6.52669158,66.69096751,59,63,18
48,4,1.24,6.872594461,74.16699119,29,70,15
53,27,1.38,6.874142175,64.89517488,58,73,16
18,11,1.52,7.76061831,64.77651469,55,77,22
71,24,1.66,6.781841984,68.56507978,42,79,23
7,2,2.06,7.326980454,61.83876146,44,77,21
89,22,2.47,7.453975408,63.37784443,38,62,25
85,11,2.62,7.604110177,43.35795377,32,76,15
71,41,2.76,7.728832424,46.83130119,13,61,22
85,26,2.76,7.491217102,46.80452595,38,60,20
2,37,2.77,6.633864582,46.6352865,11,74,17
29,36,2.65,7.324863481,46.13833007,37,71,16
60,18,2.53,6.410441476,53.46622584,29,71,18
46,21,2.53,7.836719564,50.89110726,2,72,18
89,10,2.53,6.139215944,50.90994463,6,59,21
76,20,2.74,6.590571088,36.46946971,13,64,20
72,36,2.95,7.286049978,35.15426171,8,58,17
18,15,3.27,6.058306161,49.14337177,6,77,20
29,9,3.59,6.658605362,52.55730112,2,75,22
56,20,3.91,7.299360767,42.96018627,3,69,23
59,39,4.23,7.815210661,49.02366803,27,80,24
45,42,4.93,5.925391795,41.78219834,39,78,15
31,2,5.63,6.403683619,38.71834464,40,79,17
2,2,5.87,7.397546271,49.78102578,37,62,22
74,9,6.11,7.722335992,51.92057267,31,60,24
48,3,6.91,7.475926645,54.9393771,22,67,22
1,38,7.71,6.887130053,50.89732989,3,78,18
43,9,7.66,7.441976825,44.93261911,4,80,16
28,0,7.62,7.629910253,49.39111479,13,61,24
30,14,7.82,7.336117221,44.43177543,12,66,20
20,7,8.02,6.75020529,48.77790371,4,61,21
14,40,8.57,7.52178027,40.37113729,9,60,21
86,22,9.13,6.347379185,47.89645224,18,66,22
47,40,9.58,7.135251532,46.05333124,32,56,18
28,44,10.03,7.670178119,54.49044154,6,72,15
27,27,10.19,7.399749291,49.04015558,15,77,20
84,44,10.35,7.841496029,53.14531023,0,65,24
32,37,10.43,6.254216611,48.60449438,30,79,22
56,27,10.51,6.868881708,53.13946695,3,63,16
53,4,10.78,7.320514721,45.42616802,2,78,23
79,23,11.06,6.296976913,44.07819743,10,78,18
37,45,11.08,7.241151936,49.37369982,14,67,25
23,29,11.1,7.685959305,41.02682925,39,65,23
25,4,11.68,6.890760124,44.08562546,19,72,15
43,39,12.27,6.155915975,49.47371773,18,57,21
43,33,12.64,6.167855382,45.36521251,31,58,15
44,10,13.01,6.861640036,37.81123974,28,58,25
69,37,14.4,6.978361689,48.80253285,5,65,19
30,15,15.8,7.043160241,42.72374404,16,65,19
71,21,18.59,5.94239222,45.40277297,34,65,19
59,15,21.38,7.239455147,52.39881209,14,69,19
54,28,23.44,6.516317561,49.73922097,22,55,16
66,20,25.5,6.233269045,38.30411077,24,61,17
76,6,27.56,7.505283615,35.75107592,2,79,15
13,32,29.62,6.950300686,44.95654782,26,63,17
55,2,33.3,6.958054839,48.33941188,27,61,15
45,19,36.98,6.54803469,35.03484812,24,70,16
60,19,38.71,6.461618577,44.23629285,13,74,25
10,38,40.44,7.065264073,36.18678721,6,64,23
39,24,41.26,6.765091462,50.43306085,12,58,23
67,34,42.07,5.91645379,54.37814199,32,79,22
67,31,44.31,6.711341147,47.26052494,6,68,18
9,0,46.55,6.379881442,38.21370568,10,79,20
74,0,48.2,6.313284268,35.36831423,38,77,22
43,45,49.85,7.393210848,37.11395801,17,74,17
5,35,50.66,7.504930973,37.15824966,26,68,24
60,42,51.46,7.198076286,48.28137482,23,75,17
22,28,52.26,7.007037515,53.40906048,32,78,22
78,1,53.06,6.677262562,42.89509057,19,79,19
15,19,53.95,6.74398035,41.7704893,22,60,18
63,38,54.84,6.547361618,35.69674138,28,69,16
64,15,54.7,6.551577598,48.06491307,1,67,21
79,33,54.57,6.585020303,45.49683991,12,67,23
59,33,54.43,6.924042372,53.31508572,36,67,20
31,44,54.3,7.437373666,39.18374505,28,70,21
17,0,54.16,7.142611056,42.19740397,12,71,19
87,0,49.74,7.74672376,37.46160727,22,68,16
89,42,45.32,6.300479414,51.54922825,26,66,22
66,4,44.74,6.078724107,50.6128521,16,65,16
56,24,44.16,6.76660668,46.90725077,14,59,22
14,1,43.17,7.641024177,49.55213308,33,59,19
19,31,42.18,6.559681838,41.45486619,21,63,17
3,37,39.95,7.072923306,36.68284038,0,69,21
71,31,37.72,7.732194788,39.00992137,10,75,17
74,16,35.2,6.157782589,52.50812701,30,61,18
21,35,32.68,7.240988401,47.01510708,0,74,17
87,10,30.62,6.898905799,42.87274897,35,74,22
22,22,28.56,6.818681086,53.04669416,7,63,24
86,11,28.4,6.261937875,46.48280681,9,56,17
3,24,28.24,6.493036868,49.94043064,14,74,15
31,16,27.62,7.042474679,36.5011366,14,76,20
16,32,26.99,7.692013657,50.17067771,36,65,16
87,4,26.06,6.250994223,46.62370222,28,67,21
4,12,25.13,6.052184881,53.12442925,28,79,16
54,30,24.14,7.002216044,44.23913012,40,61,22
11,39,23.14,7.272427638,41.61080544,10,70,19
41,21,22.22,5.962001484,36.10211371,12,80,19
89,27,21.29,7.080506001,51.02372773,37,77,20
2,35,20.79,6.593798387,51.56461082,0,67,22
76,42,20.29,7.28805662,45.20841071,7,73,25
29,6,20.45,7.32710972,46.10585191,10,56,18
9,32,20.62,6.366355781,47.9271552,39,70,15
67,27,20.93,7.011121216,52.60285259,26,56,22
78,9,21.24,6.280725549,38.07659414,9,77,17
12,10,21.72,7.621494566,40.8106299,4,59,19
22,42,22.2,7.630424083,53.10207889,34,73,15
40,5,22.5,7.802212437,40.74536757,33,77,15
85,24,22.8,5.922935513,111.9684622,2,24,38
54,18,23.11,5.937649578,108.0458926,6,18,37
76,37,23.41,6.804781106,102.5184759,8,26,36
30,9,24.06,6.424670614,110.2316633,37,18,39
28,14,24.7,6.738016221,109.3905998,0,27,38
33,6,24.15,6.497366677,109.4169192,31,25,38
47,36,23.6,6.327673765,104.8955643,21,21,38
27,42,23.28,6.36137446,106.9659201,6,30,40
73,8,22.96,6.923509371,108.0423555,25,27,41
7,44,22.76,6.630646083,109.3930157,15,11,38
49,18,22.57,5.832525853,104.7693804,14,5,36
83,20,22.48,6.738993954,105.7595811,16,10,41
8,5,22.4,5.782435567,108.3168858,36,7,37
85,44,22.46,6.537042717,104.5375109,4,20,41
36,25,22.52,6.145104401,107.6836871,29,22,40
18,38,22.62,6.890784045,108.5468633,16,15,42
66,3,22.73,7.175344328,104.8216333,18,27,41
89,23,22.83,5.938528744,102.8593382,11,18,42
48,33,22.87,5.709380472,108.0756727,5,15,38
57,10,22.91,6.184400085,105.6499907,18,23,44
1,11,21.76,6.553509673,111.6631582,9,8,40
53,23,20.61,5.885638185,112.4349689,40,27,45
37,21,19.95,6.143874691,107.3416913,22,23,44
65,6,19.29,6.101198974,105.1834976,9,16,39
35,9,19.33,6.594037135,111.2818551,12,29,40
23,38,19.37,6.859840821,109.0946323,0,17,42
69,15,19.27,6.56893406,102.8013275,2,21,44
45,3,19.18,6.769855664,106.8704803,28,6,40
7,45,19.09,7.130837931,108.4758509,8,23,44
21,42,19,5.740338002,102.860084,29,16,36
36,6,18.7,5.843005428,103.1969341,17,18,43
64,5,18.4,6.648687274,111.0196744,34,21,42
8,7,18.18,6.902751061,104.3739878,21,23,42
59,30,17.97,6.608023872,111.2800516,25,17,40
8,14,18.01,6.828522375,104.0277061,8,25,36
19,42,18.05,6.910374919,108.2287276,26,18,42
63,8,17.92,6.306605528,111.2232716,4,19,42
64,40,17.79,7.009180374,103.8799347,36,24,41
81,39,17.68,6.297907579,104.6735454,5,24,40
3,39,17.58,6.728599215,111.2787584,19,17,39
56,37,17.3,6.965156738,108.065579,39,30,38
41,31,17.01,5.578095745,104.7847006,5,29,44
44,11,16.48,7.199504273,109.8695196,4,24,43
29,38,15.96,5.841367187,110.9653137,38,21,35
43,6,15.95,6.710143266,106.9216033,37,11,36
5,30,15.94,5.972714857,109.2853418,9,25,41
2,41,16.04,5.561851831,106.0380805,29,22,43
64,5,16.13,6.107054808,112.459697,5,21,38
45,40,16.23,6.988035315,110.2437841,22,26,38
68,45,16.32,7.13147457,106.2817706,4,18,37
36,20,16.42,7.086947687,107.1951707,21,6,41
78,32,16.51,6.749260456,105.2240743,29,21,45
53,5,16.89,7.16300467,107.5660804,23,5,44
53,34,17.27,7.013481515,109.6623974,13,7,43
17,25,17.48,5.648243649,103.3183074,5,13,37
32,36,17.69,6.610251186,110.4606459,27,24,41
39,26,18.04,7.054313823,102.5538035,7,23,35
18,35,18.38,6.026999326,111.0217929,12,20,39
66,9,18.55,5.779427402,106.3602023,4,19,43
64,9,18.72,6.535244251,104.617522,3,9,45
67,11,18.55,5.684995235,104.991282,1,27,36
15,20,18.37,6.12476108,103.0295938,23,30,44
19,11,18.38,6.999014379,109.4429934,24,21,42
89,34,18.4,6.277148771,106.8685636,13,30,37
64,33,17.72,6.322396027,111.3779693,40,11,44
42,32,17.04,5.956401828,105.6209954,21,9,40
68,13,16.26,6.591302797,110.9633894,3,27,44
74,45,15.49,7.104094929,110.6956184,40,29,42
76,20,14.71,6.407872061,103.7084055,14,25,40
19,32,13.94,6.658402594,102.6488846,38,14,37
16,19,13.16,6.276038961,110.4432293,34,9,36
41,10,12.5,6.825256236,104.6843243,32,14,37
90,13,11.83,6.368560522,111.1382096,18,21,35
3,27,11.46,7.005410734,105.4766591,8,23,38
17,45,11.08,6.897368477,108.6793978,15,6,41
89,31,10.74,6.152906502,105.529185,0,5,36
8,8,10.39,5.744361602,112.1926517,22,9,44
5,38,10.32,7.051654924,111.7162016,14,8,43
10,1,10.24,6.034612928,107.6435771,31,11,45
77,13,9.98,6.924490731,104.88189,39,17,45
12,45,9.73,6.887005997,109.2537734,10,5,42
83,30,9.32,6.8444019,105.6917856,8,28,38
7,8,8.92,5.786058032,106.61905,32,13,42
57,9,8.37,5.627186257,106.1606833,18,9,40
19,41,7.82,5.700088663,110.5764023,20,27,41
80,18,7.39,5.567805185,107.6103211,39,25,36
77,8,6.95,6.077886012,112.4750941,20,7,45
36,35,6.76,6.397995609,109.0357597,11,10,45
32,44,6.58,5.767372539,109.9130984,40,18,43
60,5,6.35,7.079973241,103.6012114,3,26,39
6,10,6.12,5.893332378,106.977723,9,16,36
42,36,5.78,7.058222596,110.0932899,30,20,38
90,31,5.45,5.78270695,106.128338,40,9,41
65,42,5.36,6.269663963,104.4407083,40,30,35
52,34,5.26,5.892913826,107.0050976,32,25,35
71,19,5.16,7.116538883,112.337046,33,23,45
32,39,5.07,6.430163481,102.8186358,4,14,41
73,40,5.07,7.159520979,106.2784673,13,17,45
77,2,5.08,6.431265737,109.8076178,39,24,39
8,18,5.08,6.082571701,108.3121789,8,28,37
61,12,5.08,6.149934034,92.82840911,91,94,46
71,15,4.87,5.849076099,101.0494791,105,95,50
87,41,4.66,6.276800323,104.9378,108,92,53
70,33,4.52,5.926824754,90.10978128,86,76,54
36,35,4.38,5.519088423,113.2297373,80,77,49
15,10,4.31,6.079178788,114.5357503,93,94,53
78,2,4.25,6.13465588,97.32531705,90,92,55
46,34,4.09,5.808497604,99.34482238,108,89,53
41,30,3.93,5.891458107,113.8729798,108,88,55
81,44,3.92,5.816622479,100.0075679,105,77,52
1,44,3.91,5.843163161,98.75084366,118,88,52
83,28,3.96,6.376756633,100.1692639,101,87,54
40,40,4,5.623615687,118.2761894,95,75,50
75,39,3.72,5.91505509,99.72430835,106,85,53
35,15,3.44,6.458714879,108.3957179,86,95,49
51,3,3.56,5.565028635,98.66679427,83,79,55
69,35,3.67,6.211833161,119.84797,85,95,47
87,10,3.95,6.490074429,108.66464,109,79,45
89,10,4.23,5.590236025,102.7867717,100,76,45
31,0,4.54,6.225225239,116.1616839,117,86,48
66,15,4.85,6.190757459,118.6858263,114,94,53
48,16,4.89,5.915568968,98.21747528,110,78,50
79,10,4.93,6.195152442,91.46442491,94,70,48
9,19,4.85,6.156373499,105.0776992,80,71,47
52,33,4.77,6.313197204,112.0700033,114,79,51
87,35,4.84,6.324270089,92.07835761,88,78,45
1,24,4.91,5.707488987,90.66727868,112,73,48
48,44,4.66,6.119216009,93.10247183,117,76,47
90,37,4.42,5.571401169,98.16752001,111,87,48
